ponto,localizacao,data_instalacao,cota_terreno,latitude,longitude,latitude_decimal,longitude_decimal,utme,utmn,bacia,municipio,natureza,nome,subbacia,situacao,uf,uso_agua,data_perfuracao,metodo_perfuracao,perfurador,diametro_boca_tubo_milimetros,topo,base,tipo_penetracao,condicao,tipo_captacao,data_medicao,nivel_agua,vazao,nivel_bombeando,profundidade_inicial,profundidade_final,tipo_formacao,data_teste,tipo_teste_bombeamento,metodo_interpretacao,surgencia,unidade_de_bombeamento,nivel_dinamico,nivel_estatico,vazao_especifica,coeficiente_armazenamento,vazao_livre,permeabilidade,transmissividade,vazao_estabilizacao,tipo_bomba,data_analise,data_coleta,condutividade_eletrica,cor,odor,sabor,temperatura,turbidez,solidos_sedimentaveis,solidos_suspensos,aspecto_natural
3500005439,,,599,230929,454651,-23.158055,-45.780833,420050,7438750,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,8060060 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1975-01-01,Rotativo,HIDROPOCOS LTDA,152.4,,,PARCIAL,LIVRE,�NICA,,,,,0,100,Grupo Taubate,,,,N,,47,16,0.48,,,,,15,Bomba submersa,,,,,,,,,,,
3500005442,,,575,230845,454653,-23.145833,-45.781388,420000,7440100,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,8060063 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1975-01-01,Rotativo,T - JANNER,152.4,,,,LIVRE,,,,,,0,137,Grupo Taubate,,,,N,,53.6,29,0.98,,,,,24,Bomba submersa,,,,,,,,,,,
3500005443,,,565,230927,454719,-23.1575,-45.788611,419250,7438800,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,8060064 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1974-01-01,Rotativo,CORNER,,,,,LIVRE,,,,,,0,200,Grupo Taubate,,,,N,,34.5,8,0.91,,,,,24,Bomba submersa,,,,,,,,,,,
3500005444,,,580,230904,454712,-23.151111,-45.786666,419450,7439500,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,8060065 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento dom�stico,,Rotativo,HIDROPOCOS LTDA,,,,,LIVRE,,,,,,0,190,,,,,N,,,,,,,,,12,Bomba submersa,,,,,,,,,,,
3500005445,,,560,230754,454721,-23.131666,-45.789166,419200,7441650,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,8060066 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento dom�stico,,Rotativo,HIDROPOCOS LTDA,,,,,LIVRE,,,,,,0,135,,,,,N,,16.5,12,13.91,,,,,62.6,Bomba submersa,,,,,,,,,,,
3500005446,,,570,230921,454705,-23.155833,-45.784722,419650,7439000,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,8060067 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1973-01-01,Rotativo,CORNER,203.2,7,162,Parcial,Livre,�nica,,,,,0,162,Grupo Taubate,,,,N,,48,35,6.15,,,,,80,Bomba submersa,,,,,,,,,,,
3500005502,,,560,230824,454526,-23.14,-45.757222,422450,7440750,Atlantico Sul-Leste,Cacapava,Po�o tubular,8060124 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1974-01-01,Rotativo,CORNER,,0,150,Parcial,,�nica,,,,,0,170,,,,,,,,,,,,,,,Bomba submersa,,,,,,,,,,,
3500005503,,,575,230758,454505,-23.132777,-45.751388,423050,7441550,Atlantico Sul-Leste,Cacapava,Po�o tubular,8060125 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1962-01-01,Rotativo,T - JANNER,152.4,0,242,Total,,�nica,,,,,0,248.5,Complexo Embu,,,,N,,45,7,0.95,,,,,36,Bomba submersa,,,,,,,,,,,
3500005504,,,560,230813,454532,-23.136944,-45.758888,422300,7441100,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,8060126 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1973-01-01,Rotativo,CORNER,152.4,0,150,Parcial,Livre,�nica,,,,,0,150,Grupo Taubate,,,,N,,33,19,1.29,,,,,18,Compressor de ar,,,,,,,,,,,
3500005505,FAZENDA MUTA,,555,230530,454716,-23.091666,-45.787777,419300,7446100,Atlantico Sul-Leste,Cacapava,Po�o tubular,8060127 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento dom�stico,1970-01-01,Rotativo,HIDROPOCOS LTDA,,0,100,Parcial,,�nica,,,,,0,100,,,,,N,,,,,,,,,32,Compressor de ar,,,,,,,,,,,
3500005515,FAZENDA SAO JOSE,,601,230924,454732,-23.156666,-45.792222,418900,7438900,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,8060137 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento dom�stico,1971-01-01,Rotativo,CORNER,,0,132,Parcial,Livre,�nica,,,,,0,132,Grupo Taubate,,,,N,,35,20,1.73,,,,,26,Compressor de ar,,,,,,,,,,,
3500005518,CHACARA DO MARIO,,580,231125,454828,-23.190277,-45.807777,417320,7435150,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,8060140 SP,Rio Paraiba do Sul,N�o instalado,SP,Outros (lazer.etc.),1976-01-01,Rotativo,HIDROPOCOS LTDA,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500005524,,,579,230901,454632,-23.150277,-45.775555,420600,7439600,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,8060146 SP,Rio Paraiba do Sul,N�o instalado,SP,Abastecimento industrial,,Rotativo,HIDROPOCOS LTDA,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500006805,EUGENIO DE MELO,,,230847,454653,-23.146388,-45.781388,420000,7440050,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,3060111 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,,Rotativo,TRIGIL LTDA,203.2,0,137,Parcial,Semi-Confinado,�nica,,,,,0,137,Formacao Pindamonhangaba,,,,N,,53.15,29,1.04,,,,,25,Bomba submersa,1995-03-24,1995-03-20,,,,,,0.46,,,
3500006807,EUGENIO DE MELO,,,230913,454656,-23.153611,-45.782222,419900,7439250,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,3060113 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,,Rotativo,T - JANNER,254,0,155,Parcial,Semi-Confinado,�nica,,,,,0,155,Formacao Pindamonhangaba,,,,N,,60,48,13.17,,,,,158,Bomba submersa,1995-03-24,1995-03-20,,,,,,0.3,,,
3500006828,SEDE,,581,230655,454300,-23.115277,-45.716666,426600,7443500,Atlantico Sul-Leste,Cacapava,Po�o tubular,3070003 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1989-09-23,Rotativo,CORNER,203.2,0,191,Parcial,Semi-Confinado,�nica,,,,,0,191,Formacao Pindamonhangaba,,,,N,,46.35,36.66,5.09,,,,,49.3,Bomba submersa,1996-01-05,1995-11-16,,,,,,,,,
3500006829,SEDE,,581,230655,454304,-23.115277,-45.717777,426500,7443500,Atlantico Sul-Leste,Cacapava,Po�o tubular,3070004 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1979-10-31,Rotativo,HIDROPOCOS LTDA,203.2,0,200,Parcial,Semi-Confinado,�nica,,,,,0,200,Formacao Pindamonhangaba,,,,N,,43,36,5.59,,,,,39.1,Bomba submersa,1996-01-05,1995-11-16,,2.5,,,,0.38,,,
3500006830,CAMPO GRANDE,,580,230602,454127,-23.100555,-45.690833,429250,7445150,Atlantico Sul-Leste,Cacapava,Po�o tubular,3070026 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1958-03-30,Rotativo,HIDROGESP,152.4,0,100,Parcial,Semi-Confinado,�nica,,,,,0,100,Formacao Pindamonhangaba,,,,N,,16,11,20.4,,,,,102,Bomba submersa,2001-06-18,2001-06-18,,,,,,,,,
3500006831,CAMPO GRANDE,,560,230557,454120,-23.099166,-45.688888,429450,7445300,Atlantico Sul-Leste,Cacapava,Po�o tubular,3070027 SP,Rio Paraiba do Sul,Equipado,SP,Abastecimento industrial,1979-08-16,Rotativo,CORNER,152.4,0,164,Parcial,Semi-Confinado,�nica,,,,,0,164,Formacao Pindamonhangaba,,,,N,,36.71,14.74,6.55,,,,,144,Bomba submersa,2001-06-18,2001-06-18,,,,,,,,,
3500007497,SEDE,,575,230722,454159,-23.122777,-45.699722,428350,7442700,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,Equipado,SP,,,Percussao,HIDROGESP,203.2,0,241,Parcial,,�nica,,,,,0,241,,1995-11-17,Escalonado,,N,Bomba submersa,97.08,72.19,4.1462434712736,,,,,103.2,,,,,,,,,,,,
3500007498,SEDE,,570,230702,454209,-23.117222,-45.7025,428040,7443320,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,Equipado,SP,Abastecimento urbano,,Rotativo,HIDROGESP,203.2,0,200.5,Parcial,,�nica,,,,,0,200.5,,,,,N,,91.12,78,6.1,,,,,80,Bomba submersa,,,,,,,,,,,
3500007499,SEDE-R.NICOLAU J NICOLINO S/NR,,575,230651,454216,-23.114166,-45.704444,427850,7443650,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,Equipado,SP,Abastecimento urbano,,Rotativo,HIDROGESP,,0,193.2,Parcial,,�nica,,,,,0,193.2,Formacao cristalina,1994-10-01,Escalonado,,N,Bomba submersa,73.68,56.35,4.65089440276976,,,,,80.6,,1998-12-09,1998-12-09,,,,,,,,,
3500007500,SEDE - AV. BRASIL S/NR,1997-08-06,560,230639,454232,-23.110833,-45.708888,427400,7444020,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,Equipado,SP,Abastecimento urbano,1997-08-06,Rotativo,CPA - CENTRAL PERFURADORA,203.2,0,140,Parcial,,�nica,,,,,0,140,Formacao cristalina,1997-08-06,Escalonado,,N,Bomba submersa,74.12,53.65,1.59843673668784,,,,,32.72,Bomba submersa,,,,,,,,,,,
3500007502,RUA MOREIRA DA COSTA,,555,230625,454305,-23.106944,-45.718055,426450,7444430,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,Equipado,SP,Abastecimento urbano,,Rotativo,POLITI - ENGENHARIA E CONST,152.4,,,,CONFINADO,,,,,,0,94,Formacao cristalina,,,,N,,72.86,44.85,3.11,,,,,87.1,Bomba submersa,,,,,,,,,,,
3500007503,FINAL DA RUA E,,575,230620,454057,-23.105555,-45.6825,430100,7444600,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,Equipado,SP,Abastecimento urbano,,Rotativo,POLITI - ENGENHARIA E CONST,152.4,0,229,Parcial,,�nica,,,,,0,229,Formacao cacapava,,,,N,,71.42,41.9,4.07,,,,,120,Bomba submersa,,,,,,,,,,,
3500007504,MARGEM DO RIB. DOS MUDOS,,560,230602,454109,-23.100555,-45.685833,429750,7445150,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,Rotativo,POLITI - ENGENHARIA E CONST,,,,,CONFINADO,,,,,,0,220,,,,,N,,47.26,25.66,5.56,,,,,120,Bomba submersa,,,,,,,,,,,
3500007505,,,550,230635,454338,-23.109722,-45.727222,425510,7444120,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,Rotativo,AIR DRILL,152.4,0,213.86,Parcial,,�nica,,,,,0,213.86,Formacao cacapava,,,,N,,61.93,44,6.13,,,,,110,Bomba submersa,,,,,,,,,,,
3500007506,,,620,230640,453843,-23.111111,-45.645277,433900,7444000,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,Rotativo,CPA,,0,250,Parcial,,�nica,,,,,0,250,Grupo Taubate,,,,N,,46.3,36.26,1.49,,,,,15,Bomba submersa,,,,,,,,,,,
3500007507,PQ RESIDENCIAL MARIA EUMIRA,,580,230715,454239,-23.120833,-45.710833,427200,7442900,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,N�o instalado,SP,Abastecimento urbano,,Rotativo,CPA,,,,,,,,,,,0,210,Formacao cristalina,,,,N,,100.23,79.9,1.58,,,,,32.1,Bomba submersa,,,,,,,,,,,
3500007508,VILA MARIANA,,580,230735,454533,-23.126388,-45.759166,422250,7442250,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,Rotativo,HIDROGESP,203.2,,,,,�NICA,,,,,0,198,Formacao cristalina,,,,N,,97.32,34.92,1.46,,,,,90.8,Bomba submersa,,,,,,,,,,,
3500007509,,,550,230615,454235,-23.104166,-45.709722,427310,7444760,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,N�o instalado,SP,Abastecimento urbano,,Rotativo,HIDROGESP,304.8,,,,CONFINADO,,,,,,0,96.5,Formacao cristalina,,,,N,,80.3,38.73,2.16,,,,,89.9,Bomba submersa,,,,,,,,,,,
3500007510,,,565,230800,454228,-23.133333,-45.707777,427510,7441510,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,N�o instalado,SP,Abastecimento urbano,,Rotativo,HIDROGESP,304.8,,,,CONFINADO,,,,,,0,210,Formacao cacapava,,,,N,,62.33,47.1,8.07,,,,,122.9,Bomba submersa,,,,,,,,,,,
3500007511,FAZENDA BORDA DA MATA   P26,,580,230741,454150,-23.128055,-45.697222,428600,7442100,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,Equipado,SP,Abastecimento urbano,,Rotativo,CPA,203.2,0,201,Parcial,,�nica,,,,,0,201,,1996-11-09,Escalonado,,N,Bomba submersa,100.12,44.2,0.742131616595136,,,,,41.5,Bomba submersa,1998-12-12,1998-12-10,,,,,,,,,
3500007512,,,560,230734,454235,-23.126111,-45.709722,427320,7442330,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,Equipado,SP,Abastecimento urbano,,Rotativo,HIDROGESP,304.8,,,,CONFINADO,,,,,,0,163.5,Formacao cristalina,,,,N,,82.5,53.8,4.18,,,,,120,Bomba submersa,,,,,,,,,,,
3500007787,P79-JARDIM CEREJEIRAS,,620,231137,454736,-23.193611,-45.793333,418810,7434810,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,,Rio Paraiba do Sul,,SP,,1983-08-22,,TRIO VALE LTDA.,,0,155,Parcial,Semi-Confinado,�nica,,,,,0,155,Grupo Taubate,,,,N,,48,40,1.53,,,,,12.2,Bomba submersa,,,,,,,,,,,
3500007792,P77-JARDIM CASTANHEIRO,,585,231111,454737,-23.186388,-45.793611,418770,7435600,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,,Rio Paraiba do Sul,,SP,,,Rotativo,HIDROPOCOS LTDA,,0,196,Parcial,Semi-Confinado,�nica,,,,,0,196,Grupo Taubate,,,,N,,72.6,58.7,1.29,,,,,18,,,,,,,,,,,,
3500007994,P 7,,,231022,454403,-23.172777,-45.734166,424850,7437150,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,,T - JANNER,,0,144,Total,Livre,�nica,,,,,0,151,Complexo Embu,,,,N,,89,16,0.73,,,,,53.3,,,,,,,,,,,,
3500007995,P 3,,,230628,454225,-23.107777,-45.706944,427600,7444350,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,,,,T - JANNER,,0,100,Parcial,Livre,�nica,,,,,0,100,Grupo Taubate,,,,N,,14,9,13.2,,,,,66,,,,,,,,,,,,
3500007996,SEDE P9 - AV FUNDEVAL,,560,230618,454228,-23.105,-45.707777,427500,7444650,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,Rotativo,T - JANNER,,0,99,Parcial,Semi-Confinado,�nica,,,,,0,99,Grupo Taubate,,,,N,,36,26.4,13.54,,,,,130,,,,,,,,,,,,
3500007997,P 11 - LORENA,,,230833,454229,-23.1425,-45.708055,427500,7440500,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,,,,,,,,,,,,,0,192,,,,,N,,72.6,42.05,2.59,,,,,79.2,,,,,,,,,,,,
3500007998,V STA ISABEL-PROX CAIXA D AGUA,,575,230656,454214,-23.115555,-45.703888,427900,7443500,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,,T - JANNER,,0,148,Total,Semi-Confinado,�nica,,,,,0,150,Complexo Embu,,,,N,,44,16.85,5.52,,,,,150,Bomba submersa,,,,,,,,,,,
3500008000,FAZENDA SANTO ANTONIO  P14,,580,230733,454236,-23.125833,-45.71,427300,7442350,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,Rotativo,T - JANNER,,0,165,Parcial,Semi-Confinado,�nica,,,,,0,165,Grupo Taubate,,,,N,,47.72,32.54,6.52,,,,,99,Bomba submersa,,,,,,,,,,,
3500008001,SEDE  P15-AV FUNDEVAL S/NR,,570,230641,454307,-23.111388,-45.718611,426400,7443950,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,,HIDROGESP,,0,132,Total,Semi-Confinado,�nica,,,,,0,140,Complexo Embu,,,,N,,86.24,33.3,0.94,,,,,49.5,Bomba submersa,,,,,,,,,,,
3500008002,SEDE  P16-AO LADO ALAMBIQUE,,580,230731,454232,-23.125277,-45.708888,427400,7442400,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,Rotativo,HIDROGESP,,0,204,Parcial,Semi-Confinado,�nica,,,,,0,204,Grupo Taubate,,,,N,,52.73,38.24,6.03,,,,,87.4,Bomba submersa,,,,,,,,,,,
3500008003,P 7,,590,231024,454401,-23.173333,-45.733611,424910,7437080,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,Roto-percussao,UNIPER,,0,145,Total,Semi-Confinado,�nica,,,,,0,250,Complexo Embu,1997-04-08,Escalonado,,N,Bomba submersa,99.9,59.7,1,,,,,40.2,Bomba submersa,,,,,,,,,,,
3500008005,P 2 - CACAPAVA VELHA,,630,230700,453833,-23.116666,-45.6425,434200,7443400,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,Abastecimento urbano,,Rotativo,,,0,252,Parcial,Semi-Confinado,�nica,,,,,0,252,Grupo Taubate,,,,N,,131.86,30.31,0.1,,,,,10.56,Bomba submersa,,,,,,,,,,,
3500008007,FAZENDA PIEDADE  P3,,600,231033,454321,-23.175833,-45.7225,426050,7436800,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,,,Rotativo,JOSE PASSARELLI LTDA,,0,137.5,Total,Semi-Confinado,�nica,,,,,0,150,Complexo Embu,,,,N,,115.95,40.7,0.02,,,,,1.7,Bomba submersa,,,,,,,,,,,
3500008008,P 4-GUAMIRIM-TERR.DR JOSE LEIT,,600,231132,454414,-23.192222,-45.737222,424550,7435000,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,,,Percussao,HIDROPOCOS LTDA,,56,122.5,Parcial,Confinado,Simult�nea,,,,,0,122.5,Complexo Embu,,,,N,,94.19,25.18,0.06,,,,,4.3,Bomba submersa,,,,,,,,,,,
3500008009,P 5 - GUAMIRIM,,590,231038,454354,-23.177222,-45.731666,425100,7436650,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,,,Roto-percussao,POLITI - ENGENHARIA E CONST,,0,164,Total,Semi-Confinado,�nica,,,,,0,170,Complexo Embu,,,,N,,114.45,51.58,0.12,,,,,7.27,Bomba submersa,,,,,,,,,,,
3500008010,P 6 - GUAMIRIM,,585,231113,454412,-23.186944,-45.736666,424580,7435580,Atlantico Sul-Leste,Cacapava,Po�o tubular,,Rio Paraiba do Sul,,SP,,,Roto-percussao,HIDROGESP,,0,94,Total,Semi-Confinado,�nica,,,,,0,202,Complexo Embu,,,,N,,86,56,0.34,,,,,10.1,Bomba submersa,,,,,,,,,,,
3500008011,SEDE  P30-PQ RES.NOVA CACAPAVA,,580,230618,454114,-23.105,-45.687222,429620,7444660,Atlantico Sul-Leste,Cacapava,Po�o tubular,3018,Rio Paraiba do Sul,N�o instalado,SP,,,,CPA - CENTRAL PERFURADORA,,0,202.5,Parcial,Semi-Confinado,�nica,,,,,0,202.5,Grupo Taubate,,,,N,,83,50,2.42,,,,,80,Bomba submersa,,,,,,,,,,,
3500008365,JD GALO BRANCO/EUGENIO DE MELO,,568,230834,454640,-23.142777,-45.777777,420350,7440440,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,SABESP 0000 - PL151,Rio Paraiba do Sul,,SP,,1997-05-07,Rotativo,ARTESIA POCOS,685.8,0,229.4,Parcial,Semi-Confinado,�nica,,,,,0,229.4,Grupo Taubate,1997-05-06,,,N,Bomba submersa,94,51.65,1.86,,,,,80,,,,,,,,,,,,
3500008366,EUGENIO DE MELO,,570,230819,454623,-23.138611,-45.773055,420850,7440900,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,SABESP 0000 PL - 152,Rio Paraiba do Sul,,SP,,1996-02-17,Rotativo,POLITI - ENGENHARIA E CONST,508,0,230,Parcial,Semi-Confinado,�nica,,,,,0,230,Grupo Taubate,1996-02-16,Escalonado,,N,Bomba submersa,56.83,42.65,6.98166431593794,,,,,99,,,,,,,,,,,,
3500008369,EUG�NIO DE MELO,,565,230800,454613,-23.133333,-45.770277,421110,7441480,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,SABESP 0000 PL-117,Rio Paraiba do Sul,,SP,,1983-04-06,,TRIO VALE LTDA.,304.8,0,104.5,Parcial,Semi-Confinado,�nica,,,,,0,104.5,Grupo Taubate,1983-04-06,,,N,Air-lift,21,11,,,,,,17600,,,,,,,,,,,,
3500008370,JARDIM SANTA IN�S,,620,230924,454816,-23.156666,-45.804444,417650,7438900,Atlantico Sul-Leste,Sao jose dos campos,Po�o tubular,SABESP 0929 PL-64,Rio Paraiba do Sul,,SP,Abastecimento urbano,1982-05-22,Rotativo,AIR LIFT,660.4,0,250.61,Parcial,Semi-Confinado,�nica,,,,,0,250.61,Grupo Taubate,1982-05-30,,,N,Air-lift,90,82,1.41375,,,,,11.31,,,,,,,,,,,,
