like1,parmu,simulation_0,chain
0.0,-9.660482150423807,-550.0,0.0
0.0,-8.108329475265865,-550.0,0.0
0.0,-8.739550057253357,-550.0,0.0
0.0,-15.367376740529567,-550.0,0.0
0.0,-2.0417338175861595,-550.0,0.0
0.0,-12.995315088826409,-550.0,0.0
0.0,-4.893288078127574,-550.0,0.0
0.0,-7.140792656982724,-550.0,0.0
0.0,-2.5132887623641604,-550.0,0.0
0.0,-5.9732830595809006,-550.0,0.0
0.0,-2.187307702059462,-550.0,0.0
0.0,-5.983209858425605,-550.0,0.0
0.0,-6.254534244383795,-550.0,0.0
0.0,-4.859406849433075,-550.0,0.0
0.0,-14.737672355194963,-550.0,0.0
0.0,-3.4312012217693333,-550.0,0.0
0.0,-5.056924537450971,-550.0,0.0
0.0,-11.578651057305319,-550.0,0.0
0.0,-3.0684029380523974,-550.0,0.0
0.0,-3.400097553864155,-550.0,0.0
0.0,-6.061330309620578,-550.0,0.0
0.0,-13.132358694681237,-550.0,0.0
0.0,-10.395174644898912,-550.0,0.0
0.0,-8.56157985155421,-550.0,0.0
0.0,-2.023580638067587,-550.0,0.0
0.0,-10.538865417487997,-550.0,0.0
0.0,-14.597526024682237,-550.0,0.0
0.0,-12.91493806748095,-550.0,0.0
0.0,-4.5460347894762165,-550.0,0.0
0.0,-8.910509851319187,-550.0,0.0
0.0,-4.80058450871867,-550.0,1.0
0.0,-7.087880255073179,-550.0,2.0
0.0,-14.520379792128944,-550.0,3.0
0.0,-14.251225077656581,-550.0,1.0
0.0,-11.578651057305319,-550.0,2.0
0.0,-14.251225077656581,-550.0,3.0
0.0,-4.39803152575343,-550.0,1.0
0.0,-12.061297119873597,-550.0,2.0
0.0,-4.967489890260115,-550.0,3.0
0.0,-6.007872487095177,-550.0,1.0
0.0,-15.069858347880817,-550.0,2.0
0.0,-7.263790918405325,-550.0,3.0
0.0,-14.351010819270476,-550.0,1.0
0.0,-5.703718711904681,-550.0,2.0
0.0,-9.365703606223203,-550.0,3.0
0.0,-12.263752853675346,-550.0,1.0
0.0,-4.859406849433075,-550.0,2.0
0.0,-12.263752853675346,-550.0,3.0
0.0,-14.53581504541403,-550.0,1.0
0.0,-6.254534244383795,-550.0,2.0
0.0,-3.769518431514232,-550.0,3.0
0.0,-15.775622040350742,-550.0,1.0
0.0,-10.489095349011732,-550.0,2.0
0.0,-15.775622040350742,-550.0,3.0
0.0,-9.935352917181694,-550.0,1.0
0.0,-15.324671044887172,-550.0,2.0
0.0,-2.187307702059462,-550.0,3.0
0.0,-2.4789768674748434,-550.0,1.0
0.0,-4.321218240253467,-550.0,2.0
0.0,-4.559464353062598,-550.0,3.0
0.0,-8.788893527359377,-550.0,1.0
0.0,-10.532070773488236,-550.0,2.0
0.0,-15.002811237355894,-550.0,3.0
0.0,-2.3578231588878307,-550.0,1.0
0.0,-13.8588357916439,-550.0,2.0
0.0,-2.3578231588878307,-550.0,3.0
0.0,-6.331230470464842,-550.0,1.0
0.0,-6.270047644683952,-550.0,2.0
0.0,-2.1449206444689928,-550.0,3.0
0.0,-4.5492940207811206,-550.0,1.0
0.0,-5.513008233329176,-550.0,2.0
0.0,-8.151132434578749,-550.0,3.0
0.0,-13.027688500541725,-550.0,1.0
0.0,-8.952980276674312,-550.0,2.0
0.0,-5.703718711904681,-550.0,3.0
0.0,-15.384210117982958,-550.0,1.0
0.0,-8.886413537132313,-550.0,2.0
0.0,-7.2339616567766285,-550.0,3.0
0.0,-4.819086265995033,-550.0,1.0
0.0,-4.967489890260115,-550.0,2.0
0.0,-4.819086265995033,-550.0,3.0
0.0,-10.585523335278895,-550.0,1.0
0.0,-3.6960619786865525,-550.0,2.0
0.0,-10.585523335278895,-550.0,3.0
0.0,-7.936620245164182,-550.0,1.0
0.0,-6.239140264982176,-550.0,2.0
0.0,-12.964912417100564,-550.0,3.0
0.0,-2.2407307546657123,-550.0,1.0
0.0,-5.242338926642779,-550.0,2.0
0.0,-3.400097553864155,-550.0,3.0
0.0,-13.081824035865438,-550.0,1.0
0.0,-13.947224774968461,-550.0,2.0
0.0,-6.239140264982176,-550.0,3.0
0.0,-15.244352799683005,-550.0,1.0
0.0,-10.585523335278895,-550.0,2.0
0.0,-14.030254013575066,-550.0,3.0
0.0,-8.73720222607934,-550.0,1.0
0.0,-8.499380850361483,-550.0,2.0
0.0,-7.585445136874322,-550.0,3.0
0.0,-10.5090361558593,-550.0,1.0
0.0,-7.263790918405325,-550.0,2.0
0.0,-5.581509776420944,-550.0,3.0
0.0,-12.202241841443943,-550.0,1.0
0.0,-15.038780076664683,-550.0,2.0
0.0,-5.703718711904681,-550.0,3.0
0.0,-8.972027268529672,-550.0,1.0
0.0,-8.151132434578749,-550.0,2.0
0.0,-8.972027268529672,-550.0,3.0
0.0,-15.763379303603157,-550.0,1.0
0.0,-2.362652685462896,-550.0,2.0
0.0,-10.033717529709271,-550.0,3.0
0.0,-6.283466452330742,-550.0,1.0
0.0,-4.45860342939562,-550.0,2.0
0.0,-8.675262454384537,-550.0,3.0
0.0,-11.877635953963361,-550.0,1.0
0.0,-7.62669900506263,-550.0,2.0
0.0,-12.584942380876964,-550.0,3.0
0.0,-6.4017057258412216,-550.0,1.0
0.0,-2.4789768674748434,-550.0,2.0
0.0,-4.321218240253467,-550.0,3.0
0.0,-6.73602191997065,-550.0,1.0
0.0,-12.584942380876964,-550.0,2.0
0.0,-6.73602191997065,-550.0,3.0
0.0,-9.346949561693563,-550.0,1.0
0.0,-5.561540428705889,-550.0,2.0
0.0,-11.168751074943232,-550.0,3.0
0.0,-4.304055755815385,-550.0,1.0
0.0,-15.763379303603157,-550.0,2.0
0.0,-4.304055755815385,-550.0,3.0
0.0,-3.117192080520965,-550.0,1.0
0.0,-4.537444105019061,-550.0,2.0
0.0,-5.819238314804728,-550.0,3.0
0.0,-2.4544571471350505,-550.0,1.0
0.0,-8.952980276674312,-550.0,2.0
0.0,-2.4544571471350505,-550.0,3.0
0.0,-8.946072060389707,-550.0,1.0
0.0,-5.581509776420944,-550.0,2.0
0.0,-3.9290578960652596,-550.0,3.0
0.0,-2.201131019380826,-550.0,1.0
0.0,-7.585445136874322,-550.0,2.0
0.0,-2.201131019380826,-550.0,3.0
0.0,-13.367723630003905,-550.0,1.0
0.0,-14.692784397146227,-550.0,2.0
0.0,-13.367723630003905,-550.0,3.0
0.0,-3.087090652804088,-550.0,1.0
0.0,-3.7880664875764563,-550.0,2.0
0.0,-13.817578855281525,-550.0,3.0
0.0,-3.9965031488317813,-550.0,1.0
0.0,-5.242338926642779,-550.0,2.0
0.0,-3.400097553864155,-550.0,3.0
0.0,-13.687932935594588,-550.0,1.0
0.0,-5.503385445566089,-550.0,2.0
0.0,-13.817578855281525,-550.0,3.0
0.0,-12.462152504957995,-550.0,1.0
0.0,-13.367723630003905,-550.0,2.0
0.0,-12.705193246432744,-550.0,3.0
0.0,-3.831491232425474,-550.0,1.0
0.0,-5.171071681924655,-550.0,2.0
0.0,-15.892295930230368,-550.0,3.0
0.0,-2.276606015709575,-550.0,1.0
0.0,-5.581509776420944,-550.0,2.0
0.0,-2.276606015709575,-550.0,3.0
0.0,-12.250281036248367,-550.0,1.0
0.0,-9.461781995832052,-550.0,2.0
0.0,-2.5505722907035775,-550.0,3.0
0.0,-3.255649895233393,-550.0,1.0
0.0,-9.717676350291047,-550.0,2.0
0.0,-5.819238314804728,-550.0,3.0
0.0,-5.312624787220601,-550.0,1.0
0.0,-10.637973370750098,-550.0,2.0
0.0,-9.621526514556791,-550.0,3.0
0.0,-15.353978316821602,-550.0,1.0
0.0,-2.33957665490313,-550.0,2.0
0.0,-2.5368253060643813,-550.0,3.0
0.0,-5.7366747600057675,-550.0,1.0
0.0,-6.961147399807702,-550.0,2.0
0.0,-11.79296764701613,-550.0,3.0
0.0,-4.6459333316751525,-550.0,1.0
0.0,-2.4789768674748434,-550.0,2.0
0.0,-4.321218240253467,-550.0,3.0
0.0,-8.583124056676366,-550.0,1.0
0.0,-7.527996653831483,-550.0,2.0
0.0,-11.79296764701613,-550.0,3.0
0.0,-12.331424416238601,-550.0,1.0
0.0,-2.142328003741879,-550.0,2.0
0.0,-8.334595235389823,-550.0,3.0
0.0,-13.930428241892981,-550.0,1.0
0.0,-5.312624787220601,-550.0,2.0
0.0,-13.930428241892981,-550.0,3.0
0.0,-13.616114385777365,-550.0,1.0
0.0,-5.819238314804728,-550.0,2.0
0.0,-13.616114385777365,-550.0,3.0
0.0,-6.139886418319593,-550.0,1.0
0.0,-12.78367757334451,-550.0,2.0
0.0,-6.139886418319593,-550.0,3.0
0.0,-12.250975821101076,-550.0,1.0
0.0,-14.446989426481462,-550.0,2.0
0.0,-2.276606015709575,-550.0,3.0
0.0,-7.261160434222852,-550.0,1.0
0.0,-15.49894936898536,-550.0,2.0
0.0,-15.50351736241041,-550.0,3.0
0.0,-12.042662862861583,-550.0,1.0
0.0,-13.367723630003905,-550.0,2.0
0.0,-12.042662862861583,-550.0,3.0
0.0,-13.558287015907652,-550.0,1.0
0.0,-14.15166161471474,-550.0,2.0
0.0,-13.817578855281525,-550.0,3.0
0.0,-5.242338926642779,-550.0,1.0
0.0,-5.838744521610405,-550.0,2.0
0.0,-3.400097553864155,-550.0,3.0
0.0,-5.503385445566089,-550.0,1.0
0.0,-13.817578855281525,-550.0,2.0
0.0,-5.503385445566089,-550.0,3.0
0.0,-11.380132479290422,-550.0,1.0
0.0,-13.787213272100317,-550.0,2.0
0.0,-12.042662862861583,-550.0,3.0
0.0,-13.691534686954064,-550.0,1.0
0.0,-14.319661663734445,-550.0,2.0
0.0,-13.063407710173683,-550.0,3.0
0.0,-3.2602116602997384,-550.0,1.0
0.0,-15.498850147015428,-550.0,2.0
0.0,-7.131579962098501,-550.0,3.0
0.0,-8.47702248384996,-550.0,1.0
0.0,-4.406404122993248,-550.0,2.0
0.0,-13.532396024572638,-550.0,3.0
0.0,-13.217592336641637,-550.0,1.0
0.0,-3.6852045507296793,-550.0,2.0
0.0,-5.389683659308442,-550.0,3.0
0.0,-9.423216408882244,-550.0,1.0
0.0,-13.369435365540998,-550.0,2.0
0.0,-11.780032792504258,-550.0,3.0
0.0,-5.971748401821674,-550.0,1.0
0.0,-14.526862467037768,-550.0,2.0
0.0,-2.142328003741879,-550.0,3.0
0.0,-5.3732804663366025,-550.0,1.0
0.0,-11.79296764701613,-550.0,2.0
0.0,-5.3732804663366025,-550.0,3.0
0.0,-2.803691958896529,-550.0,1.0
0.0,-2.4789768674748434,-550.0,2.0
0.0,-4.321218240253467,-550.0,3.0
0.0,-13.947683834511011,-550.0,1.0
0.0,-5.3732804663366025,-550.0,2.0
0.0,-13.947683834511011,-550.0,3.0
0.0,-9.80116879990147,-550.0,1.0
0.0,-2.142328003741879,-550.0,2.0
0.0,-9.80116879990147,-550.0,3.0
0.0,-7.463020236609324,-550.0,1.0
0.0,-11.780032792504258,-550.0,2.0
0.0,-8.438802531083446,-550.0,3.0
0.0,-14.045669041273651,-550.0,1.0
0.0,-13.915472053674595,-550.0,2.0
0.0,-14.175866028872708,-550.0,3.0
0.0,-5.391167967091466,-550.0,1.0
0.0,-8.327878787047881,-550.0,2.0
0.0,-13.532396024572638,-550.0,3.0
0.0,-4.369276593990309,-550.0,1.0
0.0,-7.412430098334898,-550.0,2.0
0.0,-7.728100246037203,-550.0,3.0
0.0,-12.435280733393302,-550.0,1.0
0.0,-13.691534686954064,-550.0,2.0
0.0,-12.435280733393302,-550.0,3.0
0.0,-11.170387658242216,-550.0,1.0
0.0,-10.717602095719261,-550.0,2.0
0.0,-10.264816533196306,-550.0,3.0
0.0,-14.730774388955842,-550.0,1.0
0.0,-12.645091482233335,-550.0,2.0
0.0,-11.13852134975193,-550.0,3.0
0.0,-5.242338926642779,-550.0,1.0
0.0,-3.400097553864155,-550.0,2.0
0.0,-3.9965031488317813,-550.0,3.0
0.0,-6.675872818614279,-550.0,1.0
0.0,-12.645091482233335,-550.0,2.0
0.0,-11.602250028872081,-550.0,3.0
0.0,-10.0550717121481,-550.0,1.0
0.0,-9.812030970673352,-550.0,2.0
0.0,-10.717602095719261,-550.0,3.0
0.0,-11.807153756612921,-550.0,1.0
0.0,-10.18874312798433,-550.0,2.0
0.0,-11.612867506085934,-550.0,3.0
0.0,-7.096759950632594,-550.0,1.0
0.0,-7.728100246037203,-550.0,2.0
0.0,-15.068162086618743,-550.0,3.0
0.0,-3.123361549523125,-550.0,1.0
0.0,-13.532396024572638,-550.0,2.0
0.0,-4.7068356008649825,-550.0,3.0
0.0,-14.306063016471764,-550.0,1.0
0.0,-14.045669041273651,-550.0,2.0
0.0,-14.306063016471764,-550.0,3.0
0.0,-5.097572269662635,-550.0,1.0
0.0,-10.135916331644903,-550.0,2.0
0.0,-11.780032792504258,-550.0,3.0
0.0,-6.868021670878177,-550.0,1.0
0.0,-9.80116879990147,-550.0,2.0
0.0,-6.868021670878177,-550.0,3.0
0.0,-3.218564278841722,-550.0,1.0
0.0,-13.947683834511011,-550.0,2.0
0.0,-3.218564278841722,-550.0,3.0
0.0,-2.4789768674748434,-550.0,1.0
0.0,-4.321218240253467,-550.0,2.0
0.0,-2.4789768674748434,-550.0,3.0
0.0,-8.567973836869395,-550.0,1.0
0.0,-10.752990463978218,-550.0,2.0
0.0,-12.92285687128007,-550.0,3.0
0.0,-5.075475132765172,-550.0,1.0
0.0,-6.868021670878177,-550.0,2.0
0.0,-5.075475132765172,-550.0,3.0
0.0,-8.491799870785549,-550.0,1.0
0.0,-8.544797210487651,-550.0,2.0
0.0,-11.780032792504258,-550.0,3.0
0.0,-5.129289684110329,-550.0,1.0
0.0,-14.306063016471764,-550.0,2.0
0.0,-14.43626000407082,-550.0,3.0
0.0,-8.517033845579427,-550.0,1.0
0.0,-8.706188904110972,-550.0,2.0
0.0,-10.865058850038658,-550.0,3.0
0.0,-8.043770393739507,-550.0,1.0
0.0,-7.412430098334898,-550.0,2.0
0.0,-13.912110483553823,-550.0,3.0
0.0,-12.001440007139909,-550.0,1.0
0.0,-11.612867506085934,-550.0,2.0
0.0,-12.001440007139909,-550.0,3.0
0.0,-11.170387658242216,-550.0,1.0
0.0,-9.39254132857694,-550.0,2.0
0.0,-10.717602095719261,-550.0,3.0
0.0,-10.559408575510828,-550.0,1.0
0.0,-9.980295801269726,-550.0,2.0
0.0,-12.645091482233335,-550.0,3.0
0.0,-13.408609947444322,-550.0,1.0
0.0,-3.6035523566020036,-550.0,2.0
0.0,-6.684676984936834,-550.0,3.0
0.0,-13.687932935594588,-550.0,1.0
0.0,-11.602250028872081,-550.0,2.0
0.0,-6.675872818614279,-550.0,3.0
0.0,-11.623173220765171,-550.0,1.0
0.0,-10.717602095719261,-550.0,2.0
0.0,-11.623173220765171,-550.0,3.0
0.0,-14.46239243482256,-550.0,1.0
0.0,-14.732659614541914,-550.0,2.0
0.0,-14.46239243482256,-550.0,3.0
0.0,-9.58301110350109,-550.0,1.0
0.0,-5.241849093168707,-550.0,2.0
0.0,-14.907517001769278,-550.0,3.0
0.0,-3.627524761643812,-550.0,1.0
0.0,-6.547318958183286,-550.0,2.0
0.0,-10.865058850038658,-550.0,3.0
0.0,-14.566456991669877,-550.0,1.0
0.0,-14.306063016471764,-550.0,2.0
0.0,-14.566456991669877,-550.0,3.0
0.0,-13.424149253363613,-550.0,1.0
0.0,-5.3095616284710445,-550.0,2.0
0.0,-11.780032792504258,-550.0,3.0
0.0,-11.593715338014475,-550.0,1.0
0.0,-5.075475132765172,-550.0,2.0
0.0,-11.593715338014475,-550.0,3.0
0.0,-15.092723278581921,-550.0,1.0
0.0,-10.752990463978218,-550.0,2.0
0.0,-15.092723278581921,-550.0,3.0
0.0,-10.890377102398825,-550.0,1.0
0.0,-2.4789768674748434,-550.0,2.0
0.0,-10.890377102398825,-550.0,3.0
0.0,-13.576824850422359,-550.0,1.0
0.0,-14.258369068175062,-550.0,2.0
0.0,-4.228241022265692,-550.0,3.0
0.0,-14.852835440639126,-550.0,1.0
0.0,-15.708197711526562,-550.0,2.0
0.0,-14.492779741071045,-550.0,3.0
0.0,-15.015268374520865,-550.0,1.0
0.0,-15.068265714222967,-550.0,2.0
0.0,-11.780032792504258,-550.0,3.0
0.0,-4.868895708912216,-550.0,1.0
0.0,-14.566456991669877,-550.0,2.0
0.0,-14.696653979268934,-550.0,3.0
0.0,-7.3509104934325045,-550.0,1.0
0.0,-7.040543291363763,-550.0,2.0
0.0,-10.131635307765183,-550.0,3.0
0.0,-13.543304489700269,-550.0,1.0
0.0,-11.965732887813097,-550.0,2.0
0.0,-2.5328754002668354,-550.0,3.0
0.0,-14.327258844962882,-550.0,1.0
0.0,-14.597526024682237,-550.0,2.0
0.0,-9.151915078403283,-550.0,3.0
0.0,-8.48697020353103,-550.0,1.0
0.0,-11.623173220765171,-550.0,2.0
0.0,-8.48697020353103,-550.0,3.0
0.0,-10.43679207322469,-550.0,1.0
0.0,-12.767707984519472,-550.0,2.0
0.0,-10.43679207322469,-550.0,3.0
0.0,-15.096077219860815,-550.0,1.0
0.0,-6.684676984936834,-550.0,2.0
0.0,-15.096077219860815,-550.0,3.0
0.0,-8.884172227622923,-550.0,1.0
0.0,-10.43679207322469,-550.0,2.0
0.0,-9.2713341175773,-550.0,3.0
0.0,-13.853805112953403,-550.0,1.0
0.0,-8.48697020353103,-550.0,2.0
0.0,-13.853805112953403,-550.0,3.0
0.0,-15.875273320922338,-550.0,1.0
0.0,-13.319778728442136,-550.0,2.0
0.0,-15.875273320922338,-550.0,3.0
0.0,-12.29198479640296,-550.0,1.0
0.0,-2.5328754002668354,-550.0,2.0
0.0,-12.29198479640296,-550.0,3.0
0.0,-7.2807425004567605,-550.0,1.0
0.0,-10.131635307765183,-550.0,2.0
0.0,-7.2807425004567605,-550.0,3.0
0.0,-14.82685096686799,-550.0,1.0
0.0,-14.566456991669877,-550.0,2.0
0.0,-14.82685096686799,-550.0,3.0
0.0,-10.135916331644903,-550.0,1.0
0.0,-10.110233272118656,-550.0,2.0
0.0,-2.153362594806117,-550.0,3.0
0.0,-15.520035167024037,-550.0,1.0
0.0,-15.212891140207207,-550.0,2.0
0.0,-14.905747113390376,-550.0,3.0
0.0,-15.356718653505812,-550.0,1.0
0.0,-13.160019482844312,-550.0,2.0
0.0,-15.356718653505812,-550.0,3.0
0.0,-4.617562208259034,-550.0,1.0
0.0,-7.144115673904745,-550.0,2.0
0.0,-4.342444027462593,-550.0,3.0
0.0,-3.9642456473418015,-550.0,1.0
0.0,-15.356718653505812,-550.0,2.0
0.0,-3.9642456473418015,-550.0,3.0
0.0,-15.572946839775287,-550.0,1.0
0.0,-14.852835440639126,-550.0,2.0
0.0,-14.598603086573545,-550.0,3.0
0.0,-15.086879640129796,-550.0,1.0
0.0,-5.184953023160011,-550.0,2.0
0.0,-15.086879640129796,-550.0,3.0
0.0,-4.608501733714103,-550.0,1.0
0.0,-14.82685096686799,-550.0,2.0
0.0,-14.957047954467047,-550.0,3.0
0.0,-3.8072582827760897,-550.0,1.0
0.0,-3.4477912405115347,-550.0,2.0
0.0,-3.8072582827760897,-550.0,3.0
0.0,-8.745957527826905,-550.0,1.0
0.0,-15.330017248544731,-550.0,2.0
0.0,-14.485016754993826,-550.0,3.0
0.0,-7.739034192303505,-550.0,1.0
0.0,-15.875273320922338,-550.0,2.0
0.0,-7.739034192303505,-550.0,3.0
0.0,-6.256338311342798,-550.0,1.0
0.0,-13.853805112953403,-550.0,2.0
0.0,-6.256338311342798,-550.0,3.0
0.0,-8.10587616192991,-550.0,1.0
0.0,-10.43679207322469,-550.0,2.0
0.0,-8.10587616192991,-550.0,3.0
0.0,-2.755888403474147,-550.0,1.0
0.0,-2.7921201889800678,-550.0,2.0
0.0,-2.7196566179682264,-550.0,3.0
0.0,-11.215088138917704,-550.0,1.0
0.0,-13.158842160258107,-550.0,2.0
0.0,-8.10587616192991,-550.0,3.0
0.0,-9.950760057519457,-550.0,1.0
0.0,-12.390015258964976,-550.0,2.0
0.0,-14.724958805781851,-550.0,3.0
0.0,-11.536856820333432,-550.0,1.0
0.0,-13.670707403870523,-550.0,2.0
0.0,-15.534261051128125,-550.0,3.0
0.0,-10.144361930719805,-550.0,1.0
0.0,-4.680498265949991,-550.0,2.0
0.0,-10.144361930719805,-550.0,3.0
0.0,-3.986991803908367,-550.0,1.0
0.0,-13.605119525445854,-550.0,2.0
0.0,-8.509542838127667,-550.0,3.0
0.0,-15.087244942066103,-550.0,1.0
0.0,-14.82685096686799,-550.0,2.0
0.0,-15.087244942066103,-550.0,3.0
0.0,-6.89658152023417,-550.0,1.0
0.0,-14.943657108911934,-550.0,2.0
0.0,-7.583337727061007,-550.0,3.0
0.0,-15.107067794704706,-550.0,1.0
0.0,-14.598603086573545,-550.0,2.0
0.0,-15.107067794704706,-550.0,3.0
0.0,-11.20983665933802,-550.0,1.0
0.0,-4.93700511931536,-550.0,2.0
0.0,-13.692118295742016,-550.0,3.0
0.0,-13.253102804348881,-550.0,1.0
0.0,-7.940818984010065,-550.0,2.0
0.0,-13.161981350051903,-550.0,3.0
0.0,-5.628846005105597,-550.0,1.0
0.0,-13.692118295742016,-550.0,2.0
0.0,-5.628846005105597,-550.0,3.0
0.0,-15.361300148770287,-550.0,1.0
0.0,-14.852835440639126,-550.0,2.0
0.0,-14.704426432076046,-550.0,3.0
0.0,-5.605957023417167,-550.0,1.0
0.0,-9.560718430704847,-550.0,2.0
0.0,-4.10616848688883,-550.0,3.0
0.0,-4.34810775851599,-550.0,1.0
0.0,-15.087244942066103,-550.0,2.0
0.0,-4.34810775851599,-550.0,3.0
0.0,-3.413966150809479,-550.0,1.0
0.0,-8.505839292611281,-550.0,2.0
0.0,-13.605119525445854,-550.0,3.0
0.0,-7.1217605783434905,-550.0,1.0
0.0,-6.831091058352083,-550.0,2.0
0.0,-7.412430098334898,-550.0,3.0
0.0,-10.178893487339353,-550.0,1.0
0.0,-12.741905478895657,-550.0,2.0
0.0,-12.387697610103281,-550.0,3.0
